Последовательность;Код работы.2;Наименование работы;Код работы.3;Наименование работы2;Код работы.4;Наименование работы3;Код работы.5;Наименование работы4
4310;006;Внутренние отделочные работы;031;Оборудование, мебель, инвентарь, аксессуары;105;Оборудование, мебель, инвентарь;313;Немонтируемое оборудование
4320;005;Внутренние инженерные системы;026;Вертикальный транспорт;124;Эскалаторы;398;Сборка эскалатора
4330;006;Внутренние отделочные работы;031;Оборудование, мебель, инвентарь, аксессуары;105;Оборудование, мебель, инвентарь;315;Оборудование пищеблока
4340;006;Внутренние отделочные работы;031;Оборудование, мебель, инвентарь, аксессуары;105;Оборудование, мебель, инвентарь;314;Оборудование медицинского блока
4350;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;082;Оборудование серверной;261;Оборудование серверной
4360;004;Надземная часть здания;022;Двери;044;Двери МОП;443;Входные группы
4370;006;Внутренние отделочные работы;030;Внутренняя отделка помещений;098;Отделка технических помещений;498;Утеплитель входных групп
4380;006;Внутренние отделочные работы;030;Внутренняя отделка помещений;098;Отделка технических помещений;499;Отделка входных групп
4390;006;Внутренние отделочные работы;030;Внутренняя отделка помещений;097;Керамическая плитка;294;Плитка входных групп
4400;005;Внутренние инженерные системы;026;Вертикальный транспорт;063;Малые грузовые подъёмники;149;Малые грузовые подъёмники
4410;005;Внутренние инженерные системы;028;Внутренние электромонтажные системы;072;Электрооборудование и оконечные устройства;217;Светильники входных групп, фасада
4420;005;Внутренние инженерные системы;028;Внутренние электромонтажные системы;072;Электрооборудование и оконечные устройства;488;Зарядные станции
4430;005;Внутренние инженерные системы;028;Внутренние электромонтажные системы;072;Электрооборудование и оконечные устройства;489;Пит-стоп станции
4440;005;Внутренние инженерные системы;026;Вертикальный транспорт;125;Гидравлические подъемники;401;Обрамления дверей гидравлических подъёмников (порталов)
4450;006;Внутренние отделочные работы;031;Оборудование, мебель, инвентарь, аксессуары;105;Оборудование, мебель, инвентарь;312;Почтовые ящики
4460;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;079;Диспетчеризация;248;Испытания, ПНР АСУД  диспетчеризации
4470;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;081;Часофикация;260;Испытания, ПНР часофикации
4480;005;Внутренние инженерные системы;027;Внутренние сантехнические системы (ОВ и ВК);065;Отопление;479;ПНР систем отопления
4490;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;078;Видеонаблюдение (СОТ);243;Испытания, ПНР СОТ видеонаблюдения
4500;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;080;Телефонизация, ТВ;253;Испытания, ПНР ТФ
4500;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;142;Система усиления сотовой связи (CУСС);525;ПНР СУСС
4510;004;Надземная часть здания;022;Двери;044;Двери МОП;449;Фурнитура, стекло дверей МОП
4520;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;077;СКУД;239;Испытания, ПНР СКУД
4530;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;080;Телефонизация, ТВ;256;Испытания, ПНР ТВ
4540;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;076;Радиофикация (РФ, ГО и ЧС);234;Испытания, ПНР системы радиофикации
4550;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;075;АППЗ;230;Испытания, ПНР АППЗ
4560;005;Внутренние инженерные системы;028;Внутренние электромонтажные системы;073;Молниезащита;223;Испытание молниезащиты
4570;005;Внутренние инженерные системы;028;Внутренние электромонтажные системы;074;ПНР (испытание/тестирование);224;Испытание электрической сети квартир
4580;007;Внутриплощадочные наружные сети;033;Наружные внутриплощадочные сети электроснабжения и освещения;107;Внутриплощадочные НЭС;337;Испытания электрических сетей 0,4/10 кВ
4590;005;Внутренние инженерные системы;028;Внутренние электромонтажные системы;070;Линейный монтаж (монтаж кабеля/провода);207;Комплексные испытания ЭО
4600;005;Внутренние инженерные системы;028;Внутренние электромонтажные системы;074;ПНР (испытание/тестирование);491;Сдача СКС (ЭОМ)
4610;005;Внутренние инженерные системы;027;Внутренние сантехнические системы (ОВ и ВК);067;Холодоснабжение;192;Наружный блок холодоснабжения
4620;005;Внутренние инженерные системы;027;Внутренние сантехнические системы (ОВ и ВК);067;Холодоснабжение;194;Испытания, ПНР системы холодоснабжения
4630;005;Внутренние инженерные системы;027;Внутренние сантехнические системы (ОВ и ВК);064;Водоснабжение и канализация;166;Гидравлические испытания АУВПТ
4640;005;Внутренние инженерные системы;027;Внутренние сантехнические системы (ОВ и ВК);064;Водоснабжение и канализация;167;Комплексные испытания АУВПТ
4650;005;Внутренние инженерные системы;027;Внутренние сантехнические системы (ОВ и ВК);064;Водоснабжение и канализация;164;Комплексное опробование противопожарных систем
4660;005;Внутренние инженерные системы;029;Внутренние слаботочные системы;131;СС испытание / тестирование;444;Тестирование линий слаботочных сетей
4670;005;Внутренние инженерные системы;026;Вертикальный транспорт;124;Эскалаторы;399;ПНР эскалаторов
4680;006;Внутренние отделочные работы;031;Оборудование, мебель, инвентарь, аксессуары;105;Оборудование, мебель, инвентарь;495;Монтируемое оборудование
4690;005;Внутренние инженерные системы;027;Внутренние сантехнические системы (ОВ и ВК);068;Оборудование для бассейна;195;Оборудование водоподготовки бассейна
4700;005;Внутренние инженерные системы;027;Внутренние сантехнические системы (ОВ и ВК);068;Оборудование для бассейна;196;Оборудование анализа воды
4710;006;Внутренние отделочные работы;031;Оборудование, мебель, инвентарь, аксессуары;105;Оборудование, мебель, инвентарь;316;Оборудование физкультурного зала
4720;011;Сдача в эксплуатацию;046;Сдача в эксплуатацию;122;Клининг;396;Клининг
4730;005;Внутренние инженерные системы;028;Внутренние электромонтажные системы;074;ПНР (испытание/тестирование);492;Сдача УК (ЭОМ)
